title,key,style,tempo,checked,audio_produced,chords,composers
Butterfly Dreams,C,,,,,"['B^7', 'Abm7', 'Gbm', 'B7', 'Am7', 'D7', 'Ab^7', 'B7', 'C^7', 'Ab^7', 'F^7', 'Em', 'Em', 'Em', 'Em', 'Ebm7', 'Ebm7', 'D^7', 'D^7', 'B^7', 'B^7', 'B^7', 'B^7', 'C^7', 'Ab^7', 'F^7', 'Em', 'Em', 'Em', 'Em', 'Ebm7', 'Ebm7', 'D^7', 'D^7', 'B^7', 'B^7', 'B^7', 'B^7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Dbm7', 'Dbm7', 'Dbm7', 'Dbm7', 'C^7', 'Ab^7', 'F^7', 'Em', 'Em', 'Em', 'Em', 'Ebm7', 'Ebm7', 'D^7', 'D^7', 'B^7', 'B^7', 'B^7', 'B^7']","Clarke, Stanley"
For Sentimental Reasons,D-,,,,,"['Db^7', 'Db7', 'Gb^7', 'Cb7', 'Fm7', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Bbm7', 'Ebm7', 'Ab7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Db7', 'Gb^7', 'Cb7', 'Fm7', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Gbm6', 'Db6', 'Db7', 'Gb^7', 'G%7', 'C7', 'Fm7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'C%7', 'F7', 'Bbm7', 'Eb7', 'Ab7', 'Db^7', 'Db7', 'Gb^7', 'Cb7', 'Fm7', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Bb7', 'Ebm7', 'Ab7']","Best, William"
I'm Through With Love,F,,,,,"['F^7', 'Abo7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'C7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'Abo7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'C7', 'F6', 'E7', 'Am', 'Am7', 'Am6', 'Am7', 'Am', 'Am7', 'Am6', 'D7', 'C6', 'Am7', 'Dm7', 'G7', 'Gm7', 'Gm7', 'C7', 'F^7', 'Abo7', 'Gm7', 'C7', 'F^7', 'F7', 'Bb^7', 'Eb7', 'Am7', 'D7', 'Gm7', 'Gm7', 'C7', 'F6']","Malneck, Matty & Kahn, Gus & Livingston, Fud"
Isn't It Romantic?,E-,,,,,"['Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Bb7', 'G7', 'Cm', 'G7', 'Bbm7', 'Eb7', 'Ab^7', 'C7', 'Fm', 'D%7', 'G7', 'Cm', 'F7', 'Bb7', 'Bb7', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'Bb7', 'Eb6', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Bbm7', 'Eb7', 'Fm', 'Fm', 'D%7', 'G7', 'Cm', 'Cm', 'Cm', 'Abm6', 'Gm7', 'Gb7', 'Fm7', 'Bb7', 'Eb6', 'Abm6', 'Eb6']","Rodgers, Richard"
It Might As Well Be Spring,G,,,,,"['G^7', 'Am7', 'Bm7', 'E7', 'Am7', 'D7', 'G^7', 'G^7', 'Dm7', 'G7', 'C^7', 'C#%7', 'F#7', 'Bm7', 'E7', 'Am7', 'D7', 'Bm7', 'Em7', 'Am7', 'D7', 'G^7', 'Dm7', 'G7', 'C^7', 'Am7', 'Dm7', 'G7', 'Dm7', 'G7', 'C^7', 'B%7', 'E7', 'Am7', 'Am7', 'F#%7', 'B7', 'Em7', 'A7', 'Am7', 'D7', 'Bm7', 'E7', 'A7', 'A7', 'Cm7', 'F7', 'G^7', 'G^7', 'Em7', 'Em7', 'C#%7', 'Cm6', 'Bm7', 'E7', 'Am7', 'D7', 'G^7', 'G^7', 'Am7', 'D7']","Rodgers, Richard"
It's A Lovely Day Today,B-,,,,,"['Bb^7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Bb^7', 'Dbo7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Cm7', 'F7', 'Cm7', 'F7', 'Bb^7', 'D7', 'Gm7', 'C7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Fm7', 'Bb7', 'Eb^7', 'Ebm7', 'Bb^7', 'Dbo7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Cm7', 'F7', 'Cm7', 'F7', 'Bb^7', 'D7', 'Gm7', 'Ab7', 'G7', 'Eb^7', 'Ebm^7', 'Bb^7', 'C7', 'Cm7', 'F7', 'Bb6', 'Cm7', 'F7']","Berlin, Irving"
I Was Doing All Right,A-,,,,,"['Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab7', 'Db^7', 'Dbm6', 'Ab^7', 'Eb7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab7', 'Db^7', 'Dbm6', 'Ab^7', 'Eb7', 'Ab^7', 'C7', 'F7', 'F7', 'Bb7', 'Bb7', 'F^7', 'Dm7', 'Am7', 'Bb^7', 'F^7', 'Bbm7', 'Bo7', 'Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab^7', 'Ao7', 'Bbm7', 'Eb7', 'Ab7', 'Db^7', 'Dbm6', 'Ab^7', 'Eb7', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7']","Gershwin, George"
Little Rootie Tootie,A-,,,,,"['Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab7', 'Db^7', 'Do7', 'Ab^', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab7', 'Db^7', 'Do7', 'Ab6', 'Eb7', 'Ab6', 'Am7', 'Ab7', 'Db^7', 'Dm7', 'G7', 'G%7', 'C7', 'F7', 'Fm7', 'Bb7', 'Dbm7', 'Gb7', 'Bm7', 'E7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'F7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab7', 'Db^7', 'Do7', 'Ab6', 'Eb7', 'Ab6']","Monk, Thelonious"
Making Whoopee,G,,,,,"['G^7', 'G#o7', 'Am7', 'D7', 'G^7', 'G7', 'C^7', 'F7', 'G^7', 'Em7', 'Eb7', 'D7', 'G^7', 'Em7', 'Am7', 'D7', 'G^7', 'G#o7', 'Am7', 'D7', 'G^7', 'G7', 'C^7', 'F7', 'G^7', 'Em7', 'Eb7', 'D7', 'G^7', 'C7', 'B%7', 'E7', 'Am7', 'A%7', 'D7', 'G^7', 'B%7', 'E7', 'Am7', 'A%7', 'D7', 'Bm7', 'E7', 'Am7', 'D7', 'G^7', 'G#o7', 'Am7', 'D7', 'G^7', 'G7', 'C^7', 'F7', 'G^7', 'Em7', 'Eb7', 'D7', 'G^7', 'Em7', 'Am7', 'D7']","Donaldson, Walter"
Memories Of You,E-,,,,,"['Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb6', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb6', 'D%7', 'G7', 'Cm7', 'Ab7', 'Cm7', 'F7', 'G7', 'Cm7', 'Fsus', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eo7', 'Fm7', 'F#o7', 'Eb^7', 'Cm7', 'A%7', 'Abm6', 'Eb^7', 'D7', 'Db7', 'C7', 'F7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Blake, Eubie"
Milestones-Old,B-,,,,,"['F^7', 'Bbm7', 'Eb7', 'Ab^7', 'Dbm7', 'Gb7', 'Cm7', 'F7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'A^7', 'Am7', 'D7', 'G^7', 'Bm7', 'E7', 'Am7', 'D7', 'Bbm7', 'Eb7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7', 'Eb7', 'Abm7', 'Db7', 'Cm7', 'C#m7', 'Bm7', 'E7', 'Cm7', 'F7', 'Bb^7']","Davis, Miles"
My Little Brown Book,B-,,,,,"['Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Dm7', 'Db7', 'Gb^7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Eo7', 'Ebm7', 'Ab7', 'Db^7', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'G%7', 'Gb7', 'Fsus', 'Bb6', 'F7', 'Bb7', 'Eb^7', 'Ebm6', 'Ab7', 'Bb^', 'Bb+', 'Cm7', 'F7', 'Bb^7', 'C#m7', 'F#7', 'B^7', 'C%7', 'F7', 'Bb^7']","Strayhorn, Billy"
Naima,b-,,,,,"['Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B^7', 'Bb7', 'B^7', 'Bb7', 'E7', 'B^7', 'Ab^7', 'Gb7', 'Bbm7', 'Ebm7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'B7', 'A7', 'Ab^7', 'Db^7', 'Ab^7', 'Db^7', 'Ab^7', 'Db^7', 'Ab^7']","Coltrane, John"
Somewhere,E-,,,,,"['Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bbm', 'Gb^', 'B^', 'Abm', 'Ebm', 'Fm7', 'B^', 'Abm6', 'Gb^', 'F^', 'Dm7', 'Bb^', 'Bb7', 'Eb7', 'Ab^', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Bb^', 'Bb7', 'Gm', 'Cm', 'Ab^', 'Db^', 'Bb^', 'Gb^', 'B^', 'Ab^', 'Eb^', 'Eb7', 'Ab^']","Bernstein, Leonard"
Stars Fell On Alabama,C,,,,,"['C^7', 'A7', 'Dm7', 'G7', 'C^7', 'F^7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'A7', 'Dm7', 'G7', 'C^7', 'A7', 'Dm7', 'G7', 'C^7', 'F^7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'Fm7', 'C6', 'A7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'A7', 'Dm7', 'Dm', 'B%7', 'E7', 'Am7', 'Am7', 'F#m7', 'B7', 'E^7', 'Dm7', 'G7', 'C^7', 'A7', 'Dm7', 'G7', 'C^7', 'F^7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'A7', 'Dm7', 'G7']","Perkins, Frank"
Tones For Joan's Bones,D,,,,,"['Em7', 'Em7', 'E%7', 'E%7', 'Eb7', 'D^7', 'D^7', 'Bb^7', 'Bb^7', 'F7', 'F7', 'F7', 'Bb^7', 'Abm7', 'Gb^7', 'F7', 'Bb%7', 'Bb%7', 'Eb7', 'Eb7', 'Abm7', 'Abm7', 'Bb7', 'E^7', 'Eb^7', 'Gb^7', 'F^7', 'Ab^7', 'C^7', 'Eb^7', 'Dbm^7', 'Dbm^7', 'A7', 'D^7', 'D^7', 'Bb^7', 'Bb^7', 'F7', 'F7', 'F7', 'Bb^7', 'Bb^7', 'Em7', 'A7', 'Bbo7', 'Bm7', 'E7', 'Em7', 'F#m7', 'Fm7', 'Bb7', 'Eb^7', 'Dm7', 'Cm7', 'F7', 'Em7', 'F#m7', 'G^7', 'A7', 'Eb^7', 'Eb^7']","Corea, Chick"
Too Young To Go Steady,F,,,,,"['F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'D7', 'Gm7', 'E%7', 'A7', 'Dm7', 'G7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'D7', 'Gm7', 'C7', 'F6', 'B%7', 'E7', 'Am7', 'B%7', 'E7', 'Am7', 'B%7', 'E7', 'Am7', 'B%7', 'E7', 'Am7', 'D7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'F^7', 'Dm7', 'Gm7', 'C7', 'Am7', 'D7', 'Gm7', 'C7', 'F6', 'D7', 'Gm7', 'C7']","McHugh, Jimmy"
Zing Went The Strings Of My Heart,E-,,,,,"['Eb^7', 'Eb^7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Bb7', 'Bb7', 'Ab^7', 'Ab^7', 'Abm7', 'Abm7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Bb7', 'Bb7', 'Ab^7', 'Ab^7', 'Abm7', 'Abm7', 'Cm7', 'F7', 'Bb7', 'Eb^7', 'Eb^7', 'Fm7', 'Bb7', 'Eb^7', 'Fm7', 'Bb7', 'Eb^7', 'D7', 'Gm7', 'F7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Bb7', 'Bb7', 'Ab^7', 'Ab^7', 'Abm7', 'Abm7', 'Cm7', 'F7', 'Bb7', 'Eb^7', 'Eb^7']","Hanley, James"
Alone Together,d,,,,,"['Dm6', 'E%7', 'A7', 'Dm6', 'E%7', 'A7', 'Dm6', 'A%7', 'D7', 'Gm7', 'Gm7', 'Bm7', 'E7', 'Gm7', 'C7', 'F^7', 'E%7', 'A7', 'D^7', 'D^7', 'Dm6', 'E%7', 'A7', 'Dm6', 'E%7', 'A7', 'Dm6', 'A%7', 'D7', 'Gm7', 'Gm7', 'Bm7', 'E7', 'Gm7', 'C7', 'F^7', 'E%7', 'A7', 'D^7', 'D^7', 'A%7', 'D7', 'Gm6', 'Gm6', 'G%7', 'C7', 'F^7', 'E%7', 'A7', 'Dm6', 'E%7', 'A7', 'Dm6', 'E%7', 'A7', 'Dm6', 'B%7', 'Bb7', 'A7', 'Dm6', 'E%7', 'A7']","Schwartz, Arthur"
Change Partners,F,,,,,"['F^7', 'F^7', 'Abo7', 'Abo7', 'Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'Abo7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'D7', 'Gm7', 'C7', 'F^7', 'F^7', 'Abo7', 'Abo7', 'Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'Abo7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Ab^7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Gm7', 'C7', 'F^7', 'F^7', 'Abo7', 'Abo7', 'Gm7', 'C7', 'Bbm7', 'Eb7', 'F^7', 'E7', 'Eb7', 'D7', 'Gm7', 'Csus', 'C7', 'F6', 'Gm7', 'C7']","Berlin, Irving"
Django,f,,,,,"['Fm', 'Bbm', 'C7', 'Fm', 'F7', 'Bbm', 'Eb7', 'Ab6', 'Db^7', 'G%7', 'G7', 'C7', 'Bbm', 'C7', 'Fm', 'Fm7', 'D%7', 'G7', 'C7', 'F7', 'Bbm7', 'Eb7', 'Ab7', 'Db7', 'G7', 'C7', 'Fm7', 'D%7', 'G7', 'C7', 'F7', 'Bbm7', 'Eb7', 'Ab7', 'Dm', 'C7', 'Fm6', 'F7', 'Bbm6', 'F7', 'Bbm6', 'F7', 'Bbm6', 'F7', 'Bbo7', 'F7', 'Bbm7', 'G%7', 'C7', 'F7', 'Bb7', 'Ebm7', 'Ab7', 'Db7', 'Gb7', 'Gb7', 'Db7', 'Db7', 'Gb7', 'Gb7', 'Db7', 'C7']","Lewis, John"
Eternal Triangle,B-,,,,,"['Bb^7', 'Gm7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb7', 'Ab7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'Fm7', 'Bb7', 'Eb7', 'Ab7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Abm7', 'Db7', 'Gm7', 'C7', 'F#m7', 'B7', 'Bb^7', 'Gm7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7', 'F7', 'Fm7', 'Bbm7', 'Eb7', 'Ab7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb^7']","Stitt, Sonny"
Heatwave,G,,,,,"['G^7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'G^7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'D7', 'G6', 'G^7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'G^7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'D7', 'G6', 'C^7', 'Am7', 'Dm7', 'G7', 'C6', 'Am7', 'Dm7', 'G7', 'C6', 'Am7', 'D7', 'G6', 'Dsus', 'D7', 'G^7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'Bm7', 'Am7', 'G^7', 'G7', 'C^7', 'F7', 'Em7', 'A7', 'D7', 'G6']","Berlin, Irving"
Ill Wind,B-,,,,,"['Bb6', 'E7', 'A%7', 'D7', 'G7', 'G7', 'Ebm7', 'Ab7', 'A7', 'Bb^7', 'G7', 'Cm7', 'F7', 'Bb6', 'Ab7', 'Gb7', 'F7', 'Bb6', 'Db7', 'Gb^7', 'Fsus', 'Bb6', 'Eb7', 'Bb7', 'Eb7', 'D7', 'Em7', 'Fo7', 'F#%7', 'G7', 'Ab7', 'G7', 'D7', 'Em7', 'Fo7', 'F#%7', 'Gsus', 'G7', 'C%7', 'F7', 'Bb6', 'E7', 'A%7', 'D7', 'G7', 'G7', 'Ebm7', 'Ab7', 'A7', 'Bb6', 'G7', 'Cm7', 'F7', 'Bb6', 'Ab7', 'Gb7', 'F7', 'Bb6', 'Db7', 'Gb^', 'F7', 'Eb7']","Arlen, Harold"
In a Sentimental Mood,d,,,,,"['Dm', 'Dm^7', 'Dm7', 'Dm6', 'Gm', 'Gm^7', 'Gm7', 'Gm7', 'A7', 'Dm', 'D7', 'Gm7', 'C7', 'F6', 'E%7', 'A7', 'Dm', 'Dm^7', 'Dm7', 'Dm6', 'Gm', 'Gm^7', 'Gm7', 'Gm7', 'A7', 'Dm', 'D7', 'Gm7', 'C7', 'F6', 'Ebm7', 'Ab7', 'Db^7', 'Bbm7', 'Ebm7', 'Ab7', 'Db6', 'Bb7', 'Ebm7', 'Ab7', 'Db^7', 'Bbm7', 'Ebm7', 'Ab7', 'Gm7', 'C7', 'Dm', 'Dm^7', 'Dm7', 'Dm6', 'Gm', 'Gm^7', 'Gm7', 'Gm7', 'A7', 'Dm', 'D7', 'Gm7', 'C7', 'F6', 'E%7', 'A7']","Ellington, Duke"
I See Your Face Before Me,E-,,,,,"['Eb7', 'Ab7', 'Eb7', 'Ab7', 'Eb^7', 'Eo7', 'Fm7', 'Bb7', 'Fm7', 'B7', 'Bbsus', 'Bb7', 'Fm7', 'Bbsus', 'Eb^7', 'Gm7', 'C7', 'Fm7', 'Bbsus', 'Bbo7', 'Bbo7', 'Bb7', 'Bb7', 'Cm7', 'C7', 'A%7', 'D7', 'Gb7', 'C7', 'Fm7', 'E7', 'Eb^7', 'Ab^7', 'Eb6', 'Ab^7', 'Eb^7', 'Eo7', 'Fm7', 'Bb7', 'Fm7', 'B7', 'Bbsus', 'Bb7', 'F7', 'Bbsus', 'Eb7', 'A7', 'Ab^7', 'Bb7', 'A%7', 'Gm7', 'Gbo7', 'G%7', 'Ab^7', 'Abm6', 'Gm7', 'C7', 'Fm7', 'F%7', 'Eb6', 'Fm7', 'Bbsus']","Schwartz, Arthur"
Is You Is Or Is You Ain't (Ma' Baby),A-,,,,,"['Fm7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Db7', 'C7', 'Fm7', 'C7', 'Fm7', 'C7', 'Fm7', 'Fm7', 'Bb7', 'Eb7', 'Ab^', 'Eb7', 'Ab7', 'Db^', 'Dbm', 'Ab^', 'Ab7', 'Ab7', 'Db^', 'Gb^', 'Gb7', 'F7', 'Bbm', 'Gm7', 'C7', 'Fm7', 'C7', 'Fm7', 'C7', 'Fm', 'Fm', 'Bb7', 'Eb7', 'Gb7', 'F7', 'Bb7', 'Ab^', 'Db7', 'C7', 'Fm7', 'C7', 'Fm7', 'C7', 'Fm', 'Fm', 'Bb7', 'Eb7', 'Gb7', 'F7', 'Bb7', 'Ab^', 'Eb7', 'Ab7']","Austin, Billy & Jordan, Louis"
It's A Good Day,E-,,,,,"['Eb6', 'Fm7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Eb6', 'Bb7', 'Eb6', 'Eb6', 'Cm7', 'Fm7', 'Bb7', 'Eb6', 'Eb6', 'Eb7', 'Eb7', 'Ab^', 'Ab^', 'F7', 'F7', 'Bb7', 'Bb7', 'Bb7', 'Eb6', 'Eo7', 'Bb7', 'Eo7', 'Bb7', 'Eo7', 'Bb7', 'Bb7', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'Cm7', 'Fm7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Bb7']","Lee, Peggy"
"Lady is a Tramp, The",C,,,,,"['C^7', 'Eb7', 'Dm7', 'G7', 'C^7', 'Eb7', 'Dm7', 'G7', 'Csus', 'Gm7', 'C7', 'F^7', 'Bbsus', 'Bb7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'A7', 'Dm7', 'G7', 'C^7', 'Eb7', 'Dm7', 'G7', 'C^7', 'Eb7', 'Dm7', 'G7', 'Csus', 'Gm7', 'C7', 'F^7', 'Bbsus', 'Bb7', 'Em7', 'A7', 'Dm7', 'G7', 'C6', 'C6', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C^7', 'Eb7', 'Dm7', 'B%7', 'E7', 'Am7', 'Dm7', 'G7', 'C6', 'C6']","Rodgers, Richard"
Little Niles,g,,,,,"['Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm7', 'Gm6', 'Gm7', 'B7', 'E7', 'A7', 'D7', 'Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm7', 'Gm6', 'Gm7', 'B7', 'E7', 'A7', 'D7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Do7', 'Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm6', 'Eb7', 'D7', 'Gm', 'Gm7', 'Gm6', 'Gm7', 'B7', 'E7', 'A7', 'D7']","Weston, Randy"
Moment's Notice,E-,,,,,"['Em7', 'A7', 'Fm7', 'Bb7', 'Eb^7', 'Abm7', 'Db7', 'Dm7', 'G7', 'Ebm7', 'Ab7', 'Db^7', 'Dm7', 'G7', 'Cm7', 'B7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Gb6', 'Fm7', 'Bb7', 'Em7', 'A7', 'Fm7', 'Bb7', 'Eb^7', 'Abm7', 'Db7', 'Dm7', 'G7', 'Ebm7', 'Ab7', 'Db^7', 'Dm7', 'G7', 'Cm7', 'B7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb6', 'Fm7', 'Gm7', 'Fm7', 'Eb6', 'Fm7', 'Gm7', 'Fm7', 'Eb6']","Coltrane, John"
Moonlight Saving Time,F,,,,,"['F^7', 'Abo7', 'Gm7', 'C7', 'F6', 'C7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'Dm7', 'G7', 'C7', 'F^7', 'Abo7', 'Gm7', 'C7', 'F6', 'C7', 'Am7', 'Abo7', 'Gm7', 'C7', 'Gm7', 'C7', 'F6', 'D7', 'F6', 'F7', 'Cm7', 'F7', 'Bb6', 'F7', 'Bb7', 'A7', 'Ab7', 'G7', 'Dm7', 'G7', 'C7', 'G7', 'C7', 'F^7', 'Abo7', 'Gm7', 'C7', 'F6', 'C7', 'Am7', 'Abo7', 'Gm7', 'F#o7', 'C7', 'C7', 'G7', 'C7', 'F6', 'Gm7', 'C7']","Kahal, Irving"
